STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/11/2017,0.07,,",,W,2400",0,",,W,2400",0,",,W,2400",44,"H,,S",57,",,W",35,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/12/2017,0.02,,",,W,2400",0,",,W,2400",0,",,W,2400",57,"H,,S",72,",,W",51,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/13/2017,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",56,"H,,S",65,",,W",43,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/14/2017,0.29,,",,W,2400",0,"T,,W,2400",0,",,W,2400",39,"H,,S",43,",,W",34,",,W",1,",,W",,,,,1,",,W",,,,,1,",,W",,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/15/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",40,"H,,S",49,",,W",36,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/16/2017,0.01,,",,W,2400",0,",,W,2400",0,",,W,2400",41,"H,,S",46,",,W",38,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/17/2017,0.21,,",,W,2400",0,",,W,2400",0,",,W,2400",44,"H,,S",53,",,W",41,",,W",1,",,W",1,",,W",,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/18/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",51,"H,,S",60,",,W",44,",,W",1,",,W",1,",,W",,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/19/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",48,"H,,S",53,",,W",40,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/20/2017,0.01,,",,W,2400",0,",,W,2400",0,",,W,2400",44,"H,,S",49,",,W",39,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/21/2017,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",48,"H,,S",50,",,W",47,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/22/2017,0.15,,",,W,2400",0,",,W,2400",0,",,W,2400",49,"H,,S",52,",,W",46,",,W",1,",,W",1,",,W",,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/23/2017,0.67,,",,W,2400",0,",,W,2400",0,",,W,2400",47,"H,,S",50,",,W",39,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/24/2017,0.03,,",,W,2400",0,",,W,2400",0,",,W,2400",42,"H,,S",49,",,W",38,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/25/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",51,"H,,S",61,",,W",45,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/26/2017,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",52,"H,,S",61,",,W",43,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/27/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",43,"H,,S",45,",,W",38,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/28/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",40,"H,,S",49,",,W",33,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/29/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",41,"H,,S",47,",,W",35,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/30/2017,0.07,,",,W,2400",1,",,W,2400",1.2,",,W,2400",36,"H,,S",39,",,W",30,",,W",1,",,W",1,",,W",,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,1/31/2017,0,,"T,,W,2400",0,"T,,W,2400",0,",,W,2400",39,"H,,S",56,",,W",28,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/1/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",43,"H,,S",51,",,W",34,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/2/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",46,"H,,S",50,",,W",36,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/3/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",37,"H,,S",40,",,W",30,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/4/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",32,"H,,S",41,",,W",24,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/5/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",40,"H,,S",54,",,W",32,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/6/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",45,"H,,S",61,",,W",33,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/7/2017,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",56,"H,,S",73,",,W",48,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/8/2017,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",63,"H,,S",74,",,W",51,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/9/2017,0.12,,",,W,2400",0,"T,,W,2400",0,",,W,2400",43,"H,,S",53,",,W",25,",,W",1,",,W",,,1,",,W",,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/10/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",30,"H,,S",39,",,W",23,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/11/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",42,"H,,S",53,",,W",34,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/12/2017,0.03,,",,W,2400",0,",,W,2400",0,",,W,2400",48,"H,,S",55,",,W",45,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/13/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",45,"H,,S",47,",,W",35,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/14/2017,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",38,"H,,S",46,",,W",30,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/15/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",43,"H,,S",55,",,W",37,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/16/2017,0,,"T,,W,2400",0,"T,,W,2400",0,",,W,2400",37,"H,,S",42,",,W",32,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/17/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",37,"H,,S",51,",,W",28,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/18/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",45,"H,,S",68,",,W",33,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/19/2017,0.01,,",,W,2400",0,",,W,2400",0,",,W,2400",61,"H,,S",71,",,W",49,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/20/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",58,"H,,S",68,",,W",43,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/21/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",50,"H,,S",58,",,W",41,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/22/2017,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",51,"H,,S",63,",,W",46,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/23/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",60,"H,,S",75,",,W",53,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/24/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",64,"H,,S",77,",,W",54,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/25/2017,0.18,,",,W,2400",0,",,W,2400",0,",,W,2400",63,"H,,S",75,",,W",44,",,W",1,",,W",,,1,",,W",,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/26/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",44,"H,,S",50,",,W",35,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/27/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",45,"H,,S",55,",,W",36,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,2/28/2017,0.34,,",,W,2400",0,",,W,2400",0,",,W,2400",55,"H,,S",68,",,W",47,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/1/2017,0.02,,",,W,2400",0,",,W,2400",0,",,W,2400",63,"H,,S",80,",,W",56,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/2/2017,0.01,,",,W,2400",0,",,W,2400",0,",,W,2400",54,"H,,S",63,",,W",40,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/3/2017,0,,"T,,W,2400",0,"T,,W,2400",0,",,W,2400",40,"H,,S",44,",,W",31,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/4/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",35,"H,,S",44,",,W",26,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/5/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",32,"H,,S",40,",,W",23,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/6/2017,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",41,"H,,S",54,",,W",33,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/7/2017,0.07,,",,W,2400",0,",,W,2400",0,",,W,2400",56,"H,,S",71,",,W",47,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/8/2017,0.01,,",,W,2400",0,",,W,2400",0,",,W,2400",59,"H,,S",68,",,W",50,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/9/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",60,"H,,S",74,",,W",47,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/10/2017,0.09,,",,W,2400",0,"T,,W,2400",0,",,W,2400",49,"H,,S",60,",,W",31,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/11/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",33,"H,,S",40,",,W",26,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/12/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",33,"H,,S",43,",,W",27,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/13/2017,0.34,,",,W,2400",1.1,",,W,2400",0,",,W,2400",35,"H,,S",46,",,W",28,",,W",1,",,W",,,,,1,",,W",,,1,",,W",1,",,W",,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/14/2017,0.89,,",,W,2400",0.9,",,W,2400",2,",,W,2400",34,"H,,S",39,",,W",26,",,W",1,",,W",,,,,1,",,W",,,1,",,W",,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/15/2017,0,,",,W,2400",0,",,W,2400",1.2,",,W,2400",27,"H,,S",33,",,W",22,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/16/2017,0,,",,W,2400",0,",,W,2400",1.2,",,W,2400",33,"H,,S",42,",,W",24,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/17/2017,0.01,,",,W,2400",0,",,W,2400",0,"T,,W,2400",40,"H,,S",52,",,W",29,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/18/2017,0.37,,",,W,2400",0,",,W,2400",0,",,W,2400",46,"H,,S",59,",,W",40,",,W",1,",,W",,,,,,,,,,,1,",,W",,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/19/2017,0.26,,",,W,2400",0,"T,,W,2400",0,",,W,2400",44,"H,,S",54,",,W",36,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/20/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",46,"H,,S",54,",,W",37,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/21/2017,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",52,"H,,S",63,",,W",46,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/22/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",51,"H,,S",59,",,W",37,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/23/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",38,"H,,S",48,",,W",30,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/24/2017,0.13,,",,W,2400",0,",,W,2400",0,",,W,2400",45,"H,,S",62,",,W",36,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/25/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",63,"H,,S",78,",,W",54,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/26/2017,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",53,"H,,S",56,",,W",47,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/27/2017,0.01,,",,W,2400",0,",,W,2400",0,",,W,2400",54,"H,,S",76,",,W",46,",,W",1,",,W",1,",,W",,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/28/2017,0.02,,",,W,2400",0,",,W,2400",0,",,W,2400",65,"H,,S",74,",,W",57,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/29/2017,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",62,"H,,S",67,",,W",52,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/30/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",52,"H,,S",55,",,W",46,",,W",,,,,,,,,,,,,1,",,W",,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,3/31/2017,0.96,,",,W,2400",0,",,W,2400",0,",,W,2400",49,"H,,S",54,",,W",45,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,4/1/2017,0.01,,",,W,2400",0,",,W,2400",0,",,W,2400",52,"H,,S",61,",,W",46,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,4/2/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",54,"H,,S",66,",,W",43,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,4/3/2017,0.11,,",,W,2400",0,",,W,2400",0,",,W,2400",58,"H,,S",68,",,W",48,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,4/4/2017,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",67,"H,,S",82,",,W",60,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,4/5/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",68,"H,,S",74,",,W",59,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,4/6/2017,1.57,,",,W,2400",0,",,W,2400",0,",,W,2400",59,"H,,S",61,",,W",51,",,W",1,",,W",,,1,",,W",,,,,,,1,",,W",,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,4/7/2017,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",49,"H,,S",51,",,W",42,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,4/8/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",50,"H,,S",65,",,W",39,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,4/9/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",56,"H,,S",72,",,W",42,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,4/10/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",64,"H,,S",82,",,W",50,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,4/11/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",70,"H,,S",84,",,W",59,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,4/12/2017,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",71,"H,,S",79,",,W",62,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,4/13/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",64,"H,,S",71,",,W",54,",,W",,,,,,,,,,,,,1,",,W",,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,4/14/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",62,"H,,S",73,",,W",54,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,4/15/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",63,"H,,S",77,",,W",55,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,4/16/2017,0,,"T,,W,2400",0,",,W,2400",0,",,W,2400",75,"H,,S",89,",,W",65,",,W",,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,4/17/2017,0.07,,",,W,2400",0,",,W,2400",0,",,W,2400",71,"H,,S",74,",,W",60,",,W",1,",,W",,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",38.8472,-77.03454,3,4/18/2017,0,,",,W,2400",0,",,W,2400",0,",,W,2400",65,"H,,S",72,",,W",54,",,W",,,,,,,,,,,,,,,,
